"query","tags","ONTOLOGY_ID","ONTOLOGY_term","eval","score","method","version","to_check"
"soft-shelled disease","disease","DOID:4",,1,100,"token_set_ratio,term",2024,"False"
"softshelled disease","disease","DOID:4","disease",0,100,"token_set_ratio,term",2024,"False"
"spinal osteomyelitis","disease","DOID:1019","osteomyelitis",1,100,"token_set_ratio,term",2024,"False"
"ssti","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"staphylococcal endovascular infection","disease","DOID:104",,0,-1,"manual",2024,"False"
"staphylococcal infection","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"steatohepatitis","disease","DOID:9452","metabolic dysfunctionassociated steatohepatitis",0,-1,"manual",2024,"True"
"stec infection","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"stomach cancer","disease","DOID:10534","stomach cancer",1,100,"exact,term",2024,"False"
"stomach disease","disease","DOID:76","stomach disease",1,100,"exact,term",2024,"False"
"stomach diseases","disease","DOID:76",,1,100,"exact,term",2024,"False"
"streptococcosis","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"stroke","disease","DOID:6713","cerebrovascular disease",1,100,"wratio,exact_synonym",2024,"False"
"subarachnoid hemorrhage","disease","DOID:0060228","intracranial berry aneurysm",1,100,"token_set_ratio,exact_synonym",2024,"False"
"surgical procedure , operative",,-1,,1,-1,"not_assigned",2024,"False"
"surgical procedures, operative",,-1,,1,-1,"manual",2024,"False"
"surgical site infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"surgical wound infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"survive",,-1,,1,-1,"not_assigned",2024,"False"
"survived",,-1,,1,-1,"not_assigned",2024,"False"
"suspected confirmed neurosurgical device related infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"suspected or confirmed neurosurgical device related infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"swine dysentery","disease,ecosystem","DOID:12384","dysentery",0,-1,"manual",2024,"True"
"symptom consistent urinary tract infection","disease","DOID:0080784","urinary tract infection",1,100,"token_set_ratio,term",2024,"False"
"symptomatic","disease","DOID:4","disease",0,-1,"manual",2024,"False"
"symptoms consistent with a urinary tract infection","disease","DOID:0080784","urinary tract infection",1,100,"token_set_ratio,term",2024,"False"
"systemic anthrax-like infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"systemic anthraxlike infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"systemic lupus erythematosus","disease","DOID:9074","systemic lupus erythematosus",1,100,"exact,term",2024,"False"
"systemic salmonella infection","disease","DOID:0060859","salmonellosis",1,95,"wratio,exact_synonym",2024,"False"
"t12 vertebral compression fracture","disease","DOID:0080001","bone disease",0,-1,"manual",2024,"False"
"tennessee","location",-1,,0,-1,"manual",2024,"False"
"tenosynovitis","disease","DOID:970","tenosynovitis",1,100,"exact,term",2024,"False"
"the central nervous system infection","disease","DOID:331,DOID:0050117","central nervous system disease,disease infectious agent",0,-1,"manual",2024,"False"
"thoracic aortic aneurysm , ruptured","disease","DOID:14004","thoracic aortic aneurysm",1,95,"wratio,term",2024,"False"
"thoracic aortic aneurysm, ruptured","disease","DOID:14004","thoracic aortic aneurysm",1,95,"wratio,term",2024,"False"
"tick bite lesion","symptom","SYMP:0000647","tache noire",0,-1,"manual",2024,"False"
"tick bite lesion in nose","disease","DOID:0050117",,1,-1,"manual",2024,"False"
"tick bite lesion nose","wound",-1,,0,-1,"not_assigned",2024,"False"
"tick bite lesion perianal","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"tick borne relapsing fever","disease","DOID:13036","tickborne relapsing fever",1,98.0392156862745,"wratio,term",2024,"False"
"tickborne relapsing fever","disease","DOID:13036","tickborne relapsing fever",1,100,"exact,term",2024,"False"
"tlymphoblastic leukemia","disease","DOID:9952","acute lymphoblastic leukemia",1,90.1960784313726,"wratio,term",2024,"False"
"toxic shock syndrome","disease","DOID:14115","toxic shock syndrome",1,100,"exact,term",2024,"False"
"trachaeal secretion","disease","DOID:3225,DOID:9392","tracheal disease,tracheitis",0,-1,"manual",2024,"False"
"trachitis/colonization","disease","DOID:3225","tracheal disease",1,-1,"manual",2024,"False"
"trachoma","disease","DOID:11265","trachoma",1,100,"exact,term",2024,"False"
"transfer",,-1,,0,-1,"manual",2024,"False"
"translucent",,-1,,1,-1,"not_assigned",2024,"False"
"trauma","disease","DOID:4","disease",0,-1,"manual",2024,"False"
"traumatic brain injury","disease","DOID:0081292","traumatic brain injury",1,100,"exact,term",2024,"False"
"traumatic injuries","disease","DOID:4","disease",0,-1,"manual",2024,"False"
"traumatic injury","disease","DOID:4","traumatic brain injury",0,-1,"manual",2024,"True"
"traumatic urethral rupture","disease","DOID:732","urethral disease",1,-1,"manual",2024,"False"
"tuberculosis","disease","DOID:399","tuberculosis",1,100,"exact,term",2024,"False"
"typhoid","disease","DOID:13258","typhoid fever",1,100,"wratio,exact_synonym",2024,"False"
"typhoid fever","disease","DOID:13258",,1,100,"exact,term",2024,"False"
"uc15",,-1,,1,-1,"not_assigned",2024,"False"
"ulcer","disease","DOID:750","peptic ulcer disease",1,100,"token_set_ratio,term",2024,"False"
"ulcerative colitis","disease","DOID:8577","ulcerative colitis",1,100,"exact,term",2024,"False"
"uncertain",,-1,"monoclonal gammopathy uncertain significance",0,-1,"manual",2024,"False"
"underwent 5 surgical procedure , 2 readmission , initial hospital length stay 51 day total length stay ( including readmission day ) 69 day . calculated severity illness score 10","disease","DOID:4",,0,-1,"manual",2024,"False"
"uninary infection","disease","DOID:0080784","urinary tract infection",1,-1,"manual",2024,"False"
"unknown infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"unkonwn",,-1,,0,-1,"manual",2024,"False"
"unspecified hematuria","symptom","SYMP:0000040","hematuria",1,100,"token_set_ratio,term",2024,"False"
"unspecified infectious disease","disease","DOID:0050117","disease",0,-1,"manual",2024,"False"
"unspecified infectious diseases","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"uremia","disease","DOID:4676","uremia",1,100,"exact,term",2024,"False"
"urethral cyst","disease","DOID:732","urethral disease",0,-1,"manual",2024,"False"
"urethral stricture","disease","DOID:1829",,1,100,"exact,term",2024,"False"
"urinary infection","disease","DOID:0080784","urinary tract infection",1,95,"wratio,term",2024,"False"
"urinary infection tract","disease","DOID:0080784","urinary tract infection",1,95,"wratio,term",2024,"False"
"urinary retention","symptom","SYMP:0000557","urinary retention",1,100,"exact,term",2024,"False"
"urinary system infection","disease","DOID:0080784","urinary tract infection",1,-1,"manual",2024,"False"
"urinary tract infection","disease","DOID:0080784","urinary tract infection",1,100,"exact,term",2024,"False"
"urinary tract infection ( uti )","disease","DOID:0080784","urinary tract infection",1,95,"wratio,term",2024,"False"
"urinary tract infection , left hydronephrosis surgery","disease","DOID:0080784,DOID:11111","hydronephrosis",0,-1,"manual",2024,"False"
"urinary tract infection seconday prostatic hyperplasia","disease","DOID:0080784,DOID:47","urinary tract infection,prostate disease",0,-1,"manual",2024,"False"
"urinary tract infection seconday to prostatic hyperplasia","disease","DOID:0080784,DOID:47",,0,-1,"manual",2024,"False"
"urinary tract infection, left hydronephrosis after surgery","disease","DOID:0080784",,1,100,"token_set_ratio,term",2024,"False"
"urinary tract infections","disease","DOID:0080784","urinary tract infection",1,100,"exact,term",2024,"False"
"urine","ecosystem",-1,,1,-1,"manual",2024,"True"
"urine infection","disease","DOID:0050117",,1,-1,"manual",2024,"False"
"urine mucoviscosity phenotype",,-1,,1,-1,"not_assigned",2024,"False"
"urine track infection","disease","DOID:0080784","urinary tract infection",1,-1,"manual",2024,"False"
"urine tract infection","disease","DOID:0080784","urinary tract infection",1,90.9090909090909,"wratio,term",2024,"False"
"urine with mucoviscosity phenotype",,-1,,1,-1,"manual",2024,"False"
"urologic sepsis syndrome","disease","DOID:0050117",,0,-1,"manual",2024,"False"
"uropathogenic escherichia coli","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"urosepsis","disease","DOID:0050117",,1,-1,"manual",2024,"False"
"uterus cancer","disease","DOID:363","cancer",0,-1,"manual",2024,"False"
"uti","disease","DOID:0080784","urinary tract infection",1,100,"wratio,exact_synonym",2024,"False"
"uti/colonization","disease","DOID:0080784","urinary tract infection",1,-1,"manual",2024,"False"
"vaginal infection","disease","DOID:2170,DOID:0050117","vaginitis,disease infectious agent",0,-1,"manual",2024,"False"
"vaginitis","disease","DOID:2170","vaginitis",1,100,"exact,term",2024,"False"
"vaginitis no",,-1,,0,-1,"manual",2024,"False"
"vaginitis nos",,-1,,0,-1,"manual",2024,"False"
"valve replacement","disease","DOID:4079",,0,-1,"manual",2024,"False"
"vascular dementia","disease","DOID:8725","vascular dementia",1,100,"exact,term",2024,"False"
"ventilator-associated pneumonia",,-1,,0,-1,"manual",2024,"False"
"ventilatorassociated pneumonia","disease","DOID:552","pneumonia",1,100,"token_set_ratio,term",2024,"False"
"verification resistant bacteria","encoded_trait",-1,,1,-1,"not_assigned",2024,"False"
"vertebral osteomyelitis","disease","DOID:1019","osteomyelitis",1,100,"token_set_ratio,term",2024,"False"
"vestibular schwannoma","disease","DOID:12689",,1,100,"wratio,exact_synonym",2024,"False"
"vibrio infection","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"vibriosis","disease","DOID:104",,1,-1,"manual",2024,"False"
"victoria",,-1,,1,-1,"not_assigned",2024,"False"
"vre","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"would infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"wound","wound",-1,"wound botulism",0,-1,"manual",2024,"True"
"wound ( hand )","disease","DOID:4",,1,-1,"manual",2024,"False"
"wound (hand)","disease","DOID:4",,1,-1,"manual",2024,"False"
"wound discharge","symptom","SYMP:0000652","wound discharge",1,100,"exact,term",2024,"False"
"wound infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"wound infection ( abscess )","symptom","SYMP:0000672",,1,100,"token_set_ratio,term",2024,"False"
"wound infection ( abscess lymph node )","symptom","SYMP:0000672","abscess",0,100,"token_set_ratio,term",2024,"False"
"wound infection (abscess)","symptom","SYMP:0000672","abscess",1,100,"token_set_ratio,term",2024,"False"
"wound infection post surgery","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"wounded","disease","DOID:4","disease",1,-1,"manual",2024,"False"
"yellow disease","disease","DOID:9682",,1,-1,"manual",2024,"True"
"yellow spot disease","disease","DOID:9682","yellow fever",1,-1,"manual",2024,"False"
"yersiniosis","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"zhejiang","location",-1,,0,-1,"manual",2024,"False"
