Input_host,Assigned_host,Assigned_method,Eval,Final_host,Version,Source
sus scrofa domesticus,Sus scrofa domesticus,ete3,True,Sus scrofa domesticus,20231103,Host
sus scrofa scrofa,Sus scrofa scrofa,ete3,True,Sus scrofa scrofa,20231103,Host
symbiodiniaceae,Symbiodiniaceae,ete3,True,Symbiodiniaceae,20231103,Host
synechocystis sp. gt-l,Synechocystis sp.,fuzzy_sci,True,Synechocystis sp.,20231103,IsolationSource
syngnathus typhle,Syngnathus typhle,ete3,True,Syngnathus typhle,20231103,Host
lilac,Syringa,fuzzy_common,True,Syringa,20231103,Host
syzygium aromaticum,Syzygium aromaticum,ete3,True,Syzygium aromaticum,20231103,Host
yellow catfish,Tachysurus fulvidraco,fuzzy_common,True,Tachysurus fulvidraco,20231103,Host
ruddy shelduck,Tadorna ferruginea,ncbi_taxonomy,True,Tadorna ferruginea,20231103,Host
tagetes erecta l,Tagetes erecta,fuzzy_sci,True,Tagetes erecta,20231103,Host
takifugu obscurus,Takifugu obscurus,ete3,True,Takifugu obscurus,20231103,Host
takifugu ocellatus,Takifugu ocellatus,ete3,True,Takifugu ocellatus,20231103,IsolationSource
taurus,Talurus,fuzzy_sci,False,Bos taurus,20231103,Host
tanacetum vulgare,Tanacetum vulgare,ete3,True,Tanacetum vulgare,20231103,Host
tanakia koreensis,Tanakia koreensis,ete3,True,Tanakia koreensis,20231103,Host
taraxacum kok-saghyz,Taraxacum kok-saghyz,ete3,True,Taraxacum kok-saghyz,20231103,Host
tegillarca granosa,Tegillarca granosa,ete3,True,Tegillarca granosa,20231103,Host
tenebrio molitor,Tenebrio molitor,ete3,True,Tenebrio molitor,20231103,Host
tephrosia purpurea subsp. apollinea,Tephrosia purpurea subsp. apollinea,ete3,True,Tephrosia purpurea subsp. apollinea,20231103,Host
termite,Termitoidae,fuzzy_common,True,Termitoidae,20231103,Host
turtle,Testudines,fuzzy_common,True,Testudines,20231103,Host
tortoise,Testudinidae,fuzzy_common,True,Testudinidae,20231103,Host
tetragnatha maxillosa,Tetragnatha maxillosa,ete3,True,Tetragnatha maxillosa,20231103,Host
tetragonula carbonaria,Tetragonula carbonaria,ete3,True,Tetragonula carbonaria,20231103,Host
tetrastigma hemsleyanum,Tetrastigma hemsleyanum,ete3,True,Tetrastigma hemsleyanum,20231103,Host
thalassiosira tenera,Thalassiosira tenera,ete3,True,Thalassiosira tenera,20231103,Host
dsm 12730,Thiothrix winogradskyi,ncbi_taxonomy,True,Thiothrix winogradskyi,20231103,IsolationSource
thlaspi arvense,Thlaspi arvense,ete3,True,Thlaspi arvense,20231103,Host
yellowfin tuna,Thunnus albacares,ncbi_taxonomy,True,Thunnus albacares,20231103,IsolationSource
bigeye tuna,Thunnus obesus,ncbi_taxonomy,True,Thunnus obesus,20231103,Host
thylamys macrura,Thylamys macrura,ete3,True,Thylamys macrura,20231103,Host
tibet,Tibeta,fuzzy_sci,True,Tibeta,20231103,IsolationSource
tilapia,Tilapia,ete3,True,Tilapia,20231103,Host
tina,Tina,ete3,True,Tina,20231103,IsolationSource
togo hemipterus,Togo hemipterus,ete3,True,Togo hemipterus,20231103,Host
torreya grandis,Torreya grandis,ete3,True,Torreya grandis,20231103,Host
trachinotus ovatus,Trachinotus ovatus,ete3,True,Trachinotus ovatus,20231103,Host
trachurus japonicus,Trachurus japonicus,ete3,True,Trachurus japonicus,20231103,IsolationSource
tribolium castaneum,Tribolium castaneum,ete3,True,Tribolium castaneum,20231103,Host
tribulus terrestris,Tribulus terrestris,ete3,True,Tribulus terrestris,20231103,Host
trichechus manatus,Trichechus manatus,ete3,True,Trichechus manatus,20231103,Host
trichodesmium erythraeum ims101,Trichodesmium erythraeum IMS101,ete3,True,Trichodesmium erythraeum IMS101,20231103,Host
trichonympha agilis,Trichonympha agilis,ete3,True,Trichonympha agilis,20231103,Host
trieres chinensis,Trieres chinensis,ete3,True,Trieres chinensis,20231103,Host
trifolium ambiguum,Trifolium ambiguum,ete3,True,Trifolium ambiguum,20231103,Host
trifolium dubium,Trifolium dubium,ete3,True,Trifolium dubium,20231103,Host
trifolium pratense,Trifolium pratense,ete3,True,Trifolium pratense,20231103,Host
trifolium repens,Trifolium repens,ete3,True,Trifolium repens,20231103,Host
trigona sp.,Trigona sp.,ete3,True,Trigona sp.,20231103,Host
trigonella foenum-graecum,Trigonella foenum-graecum,ete3,True,Trigonella foenum-graecum,20231103,Host
trimyema compressum,Trimyema compressum,ete3,True,Trimyema compressum,20231103,Host
triticum aestivum,Triticum aestivum,ete3,True,Triticum aestivum,20231103,Host
triticum aestivum l,Triticum aestivum,fuzzy_sci,True,Triticum aestivum,20231103,Host
triticum aestivum l.,Triticum aestivum,fuzzy_sci,True,Triticum aestivum,20231103,Host
wheat,Triticum aestivum,ncbi_taxonomy,True,Triticum aestivum,20231103,Host
triticum turgidum subsp. durum,Triticum turgidum subsp. durum,ete3,True,Triticum turgidum subsp. durum,20231103,Host
pan troglodytes verus (western chimpanzee),Troglodytes troglodytes troglodytes,fuzzy_sci,False,Pan troglodytes verus,20231103,Host
trypoxylus dichotomus,Trypoxylus dichotomus,ete3,True,Trypoxylus dichotomus,20231103,Host
tuberolachnus salignus,Tuberolachnus salignus,ete3,True,Tuberolachnus salignus,20231103,Host
turban shell,Turbinidae,fuzzy_common,True,Turbinidae,20231103,IsolationSource
turbo,Turbo,ete3,True,Turbo,20231103,Host
blackbird,Turdus merula,ncbi_taxonomy,True,Turdus merula,20231103,Host
ulmus americana,Ulmus americana,ete3,True,Ulmus americana,20231103,Host
unidentified cies,Unidentified,fuzzy_sci,True,Unidentified,20231103,IsolationSource
urochloa reptans,Urochloa reptans,ete3,True,Urochloa reptans,20231103,Host
urocitellus undulatus,Urocitellus undulatus,ete3,True,Urocitellus undulatus,20231103,Host
uroleucon ambrosiae,Uroleucon ambrosiae,ete3,True,Uroleucon ambrosiae,20231103,Host
ursus americanus,Ursus americanus,ete3,True,Ursus americanus,20231103,Host
usnea,Usnea,ete3,True,Usnea,20231103,Host
vaccinium sp.,Vaccinium,fuzzy_sci,True,Vaccinium,20231103,Host
vachellia farnesiana,Vachellia farnesiana,ete3,True,Vachellia farnesiana,20231103,Host
varanus salvator,Varanus salvator,ete3,True,Varanus salvator,20231103,Host
vavilovia formosa,Vavilovia formosa,ete3,True,Vavilovia formosa,20231103,Host
veronaeopsis simplex y34,Veronaeopsis simplex,fuzzy_sci,True,Veronaeopsis simplex,20231103,Host
invertebrates,Vertebrata,fuzzy_common,False,unknown,20231103,Host
vicia,Vicia,ete3,True,Vicia,20231103,Host
vicia alpestris,Vicia alpestris,ete3,True,Vicia alpestris,20231103,Host
vicia costata,Vicia costata,ete3,True,Vicia costata,20231103,Host
vicia cracca,Vicia cracca,ete3,True,Vicia cracca,20231103,Host
fava bean,Vicia faba,ncbi_taxonomy,True,Vicia faba,20231103,Host
vicia faba,Vicia faba,ete3,True,Vicia faba,20231103,Host
vicia sativa,Vicia sativa,ete3,True,Vicia sativa,20231103,Host
vigna radiata,Vigna radiata,ete3,True,Vigna radiata,20231103,Host
mung bean,Vigna radiata var. radiata,fuzzy_common,True,Vigna radiata var. radiata,20231103,Host
cowpea,Vigna unguiculata,fuzzy_common,True,Vigna unguiculata,20231103,Host
vitis,Vitis,ete3,True,Vitis,20231103,Host
vitis vinifera,Vitis vinifera,ete3,True,Vitis vinifera,20231103,Host
vulpes vulpes,Vulpes vulpes,ete3,True,Vulpes vulpes,20231103,Host
vultur gryphus,Vultur gryphus,ete3,True,Vultur gryphus,20231103,Host
xenopus laevis,Xenopus laevis,ete3,True,Xenopus laevis,20231103,Host
yunnan,Yunnana,fuzzy_sci,True,Yunnana,20231103,Host
zea mays,Zea mays,ete3,True,Zea mays,20231103,Host
zea mays l.,Zea mays,fuzzy_sci,True,Zea mays,20231103,Host
corn,Zea mays subsp. mays,ncbi_taxonomy,True,Zea mays subsp. mays,20231103,IsolationSource
maize,Zea mays subsp. mays,fuzzy_common,True,Zea mays subsp. mays,20231103,Host
ginger,Zingiber officinale,ncbi_taxonomy,True,Zingiber officinale,20231103,Host
zingiber officinale,Zingiber officinale,ete3,True,Zingiber officinale,20231103,Host
ziziphus mauritiana lam,Ziziphus mauritiana,fuzzy_sci,True,Ziziphus mauritiana,20231103,Host
zophobas atratus,Zophobas atratus,ete3,True,Zophobas atratus,20231103,Host
zophobas morio,Zophobas morio,ete3,True,Zophobas morio,20231103,Host
zostera sp.,Zostera,fuzzy_sci,True,Zostera,20231103,IsolationSource
activated sludge,activated sludge metagenome,ete3,True,activated sludge metagenome,20231103,Host
catfish,catfish,ete3,True,catfish,20231103,Host
enrichment cultures,enrichment cultures,ete3,True,enrichment cultures,20231103,IsolationSource
agricultural environment,environment,environmental,True,environmental,20231103,IsolationSource
anaerobic environments,environment,environmental,True,environmental,20231103,IsolationSource
bakery environment concentrated whipped topping,environment,environmental,True,environmental,20231103,IsolationSource
brewery environment,environment,environmental,True,environmental,20231103,IsolationSource
environment,environment,environmental,True,environmental,20231103,Host
environment of horse clinic,environment,environmental,True,environmental,20231103,IsolationSource
environment of small animal veterinary clinic,environment,environmental,True,environmental,20231103,IsolationSource
environment swab,environment,environmental,True,environmental,20231103,IsolationSource
environmental,environment,environmental,True,environmental,20231103,Host
environmental sample,environment,environmental,True,environmental,20231103,IsolationSource
environmental surface,environment,environmental,True,environmental,20231103,IsolationSource
environmental surface of zoo,environment,environmental,True,environmental,20231103,IsolationSource
environmental swab,environment,environmental,True,environmental,20231103,IsolationSource
environmental swab sponge bakery assembly production room,environment,environmental,True,environmental,20231103,IsolationSource
environmental swab sponge bakery hallway,environment,environmental,True,environmental,20231103,IsolationSource
environmental swab sponge powder infant formula manufacturing facility,environment,environmental,True,environmental,20231103,IsolationSource
environmental swab veterinary clinic,environment,environmental,True,environmental,20231103,IsolationSource
environmental waters,environment,environmental,True,environmental,20231103,IsolationSource
environmental-wwtp,environment,environmental,True,environmental,20231103,IsolationSource
environmental: river near wwtp effluent,environment,environmental,True,environmental,20231103,IsolationSource
environmental: river/lake,environment,environmental,True,environmental,20231103,IsolationSource
farm environment,environment,environmental,True,environmental,20231103,IsolationSource
hospital environment,environment,environmental,True,environmental,20231103,IsolationSource
hypersaline environment,environment,environmental,True,environmental,20231103,IsolationSource
in the nicotine environment,environment,environmental,True,environmental,20231103,IsolationSource
in-house environment,environment,environmental,True,environmental,20231103,IsolationSource
iss environmental surface,environment,environmental,True,environmental,20231103,IsolationSource
marine environment,environment,environmental,True,environmental,20231103,IsolationSource
marine hydrothermal environment,environment,environmental,True,environmental,20231103,IsolationSource
milking environment,environment,environmental,True,environmental,20231103,IsolationSource
nosocomial environment,environment,environmental,True,environmental,20231103,IsolationSource
out-of-house environment,environment,environmental,True,environmental,20231103,IsolationSource
outdoors environment of a veterinary clinic,environment,environmental,True,environmental,20231103,IsolationSource
pig environment,environment,environmental,True,environmental,20231103,IsolationSource
plastic debris in land/lake environment,environment,environmental,True,environmental,20231103,IsolationSource
poultry environment,environment,environmental,True,environmental,20231103,IsolationSource
sewage from environmental centre robert o. picard,environment,environmental,True,environmental,20231103,IsolationSource
winery environment,environment,environmental,True,environmental,20231103,IsolationSource
zoo environmental surface,environment,environmental,True,environmental,20231103,IsolationSource
ex cyanobacteria field sample from freshwater,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater environment,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater mud,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater pond,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater river,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater sample from downstream of wastewater treatment plant,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater sample from upstream of wastewater treatment plant,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater sediment,freshwater,environmental,True,environmental,20231103,IsolationSource
freshwater stream,freshwater,environmental,True,environmental,20231103,IsolationSource
"freshwater stream system, activated sludge",freshwater,environmental,True,environmental,20231103,IsolationSource
"homo sapiens, freshwater",freshwater,environmental,True,environmental,20231103,Host
urban freshwater pond,freshwater,environmental,True,environmental,20231103,IsolationSource
urban freshwater stream,freshwater,environmental,True,environmental,20231103,IsolationSource
fermented liquor based on wild grass,grass,environmental,True,environmental,20231103,IsolationSource
stable grass silage,grass,environmental,True,environmental,20231103,IsolationSource
brazilian saline-alkaline lake,lake,environmental,True,environmental,20231103,IsolationSource
cyanobacterial mat sample of antarctic lake,lake,environmental,True,environmental,20231103,IsolationSource
"lake kulim, kedah, malaysia",lake,environmental,True,environmental,20231103,IsolationSource
north park lake,lake,environmental,True,environmental,20231103,IsolationSource
soda lake magadi,lake,environmental,True,environmental,20231103,IsolationSource
sphagnum peat bog lake,lake,environmental,True,environmental,20231103,IsolationSource
"sw4881 was obtained from city park lake, baton rouge, louisiana, u.s.a.",lake,environmental,True,environmental,20231103,Host
"flat, laminated microbial mat in a salt marsh",marsh,environmental,True,environmental,20231103,IsolationSource
the pit mud of a chinese flavor liquor-making factory,mud,environmental,True,environmental,20231103,IsolationSource
the pit mud of a chinese liquor factory,mud,environmental,True,environmental,20231103,IsolationSource
a strain isolated from ascites of an andrias davidianus by shanghai ocean university,ocean,environmental,True,environmental,20231103,IsolationSource
isolated from the deepest ocean,ocean,environmental,True,environmental,20231103,IsolationSource
"permafrost, kolyma lowland",permafrost,environmental,True,environmental,20231103,IsolationSource
a pond on the huanglong mountain,pond,environmental,True,environmental,20231103,IsolationSource
acid mining effluent decantation pond,pond,environmental,True,environmental,20231103,IsolationSource
breeding pond sediment,pond,environmental,True,environmental,20231103,IsolationSource
open pond on an algae farm,pond,environmental,True,environmental,20231103,IsolationSource
"kaeda river, miyazaki, japan",river,environmental,True,environmental,20231103,IsolationSource
main river that flows through guiyu town,river,environmental,True,environmental,20231103,IsolationSource
root,root,ete3,True,root,20231103,Host
hydrocarbon-contaminated desert sand,sand,environmental,True,environmental,20231103,IsolationSource
deep sea hot vent,sea,environmental,True,environmental,20231103,IsolationSource
deep-sea hydrothermal vent,sea,environmental,True,environmental,20231103,IsolationSource
deep-sea hydrothermal vent chimney at a depth of 2630 meters on the east-pacific rise,sea,environmental,True,environmental,20231103,IsolationSource
plastics debris from sea coast,sea,environmental,True,environmental,20231103,IsolationSource
red sea lagoons-mangrove mud,sea,environmental,True,environmental,20231103,IsolationSource
"shallow sea, symbosis with harmful algal bloom algae",sea,environmental,True,environmental,20231103,IsolationSource
shallow-sea hydrothermal system,sea,environmental,True,environmental,20231103,IsolationSource
walls of an active deep-sea hydrothermal vent chimney on the east pacific rise at 9 degrees 50 n,sea,environmental,True,environmental,20231103,IsolationSource
arctic seawater,seawater,environmental,True,environmental,20231103,IsolationSource
coastal seawater,seawater,environmental,True,environmental,20231103,IsolationSource
deep seawater,seawater,environmental,True,environmental,20231103,IsolationSource
deep seawater from mariana trench,seawater,environmental,True,environmental,20231103,IsolationSource
"filtered seawater, 0.2-1 micron fraction",seawater,environmental,True,environmental,20231103,IsolationSource
marine seawater,seawater,environmental,True,environmental,20231103,IsolationSource
oceanic seawater,seawater,environmental,True,environmental,20231103,IsolationSource
seawater collected from a tide pool,seawater,environmental,True,environmental,20231103,IsolationSource
seawater from the north pacific ocean incubated within a mesocosm experiment with diatom exudates at 6 c for 6 days.,seawater,environmental,True,environmental,20231103,IsolationSource
seawater from the north sea by helgoland,seawater,environmental,True,environmental,20231103,IsolationSource
seawater recirculating aquaculture system biofilter,seawater,environmental,True,environmental,20231103,IsolationSource
"seawater, biofilm of coral aquarium",seawater,environmental,True,environmental,20231103,IsolationSource
surface seawater,seawater,environmental,True,environmental,20231103,IsolationSource
"surface seawater from the sea close to xiamen, china",seawater,environmental,True,environmental,20231103,IsolationSource
surface seawater of south china sea,seawater,environmental,True,environmental,20231103,IsolationSource
acid mine drainage sediment,sediment,environmental,True,environmental,20231103,IsolationSource
antarctica sediment,sediment,environmental,True,environmental,20231103,IsolationSource
aquaculture sediment,sediment,environmental,True,environmental,20231103,IsolationSource
black sea sediments,sediment,environmental,True,environmental,20231103,IsolationSource
canal sediment,sediment,environmental,True,environmental,20231103,IsolationSource
coastal sediment,sediment,environmental,True,environmental,20231103,IsolationSource
creek sediment,sediment,environmental,True,environmental,20231103,IsolationSource
deep sea sediment,sediment,environmental,True,environmental,20231103,IsolationSource
deep-sea sediment,sediment,environmental,True,environmental,20231103,IsolationSource
electronic waste-contaminated sediment,sediment,environmental,True,environmental,20231103,IsolationSource
glacial lake sediment,sediment,environmental,True,environmental,20231103,IsolationSource
glacier sediment,sediment,environmental,True,environmental,20231103,IsolationSource
hot spring sediment,sediment,environmental,True,environmental,20231103,IsolationSource
lake sediment,sediment,environmental,True,environmental,20231103,IsolationSource
mangrove sediment,sediment,environmental,True,environmental,20231103,IsolationSource
mangrove sediments,sediment,environmental,True,environmental,20231103,IsolationSource
marine sediment,sediment,environmental,True,environmental,20231103,IsolationSource
marine sediments,sediment,environmental,True,environmental,20231103,IsolationSource
marine sediments in liaodong bay,sediment,environmental,True,environmental,20231103,IsolationSource
mine sediment,sediment,environmental,True,environmental,20231103,IsolationSource
mixed solution of sediment and sewage,sediment,environmental,True,environmental,20231103,IsolationSource
north atlantic rise deep-sea sediment,sediment,environmental,True,environmental,20231103,IsolationSource
north sea (sediment),sediment,environmental,True,environmental,20231103,IsolationSource
ocean sediment,sediment,environmental,True,environmental,20231103,IsolationSource
oil-contaminated sediment,sediment,environmental,True,environmental,20231103,IsolationSource
pond sediment,sediment,environmental,True,environmental,20231103,IsolationSource
pooled sediment sample collected from floor of cattle farm,sediment,environmental,True,environmental,20231103,IsolationSource
pooled sediment sample collected from floor of pig farm,sediment,environmental,True,environmental,20231103,IsolationSource
pooled sediment sample collected from floor of poultry farm,sediment,environmental,True,environmental,20231103,IsolationSource
river sediment,sediment,environmental,True,environmental,20231103,IsolationSource
river sediment contaminated by e-waste,sediment,environmental,True,environmental,20231103,IsolationSource
river sediment polluted by acid mine drainage,sediment,environmental,True,environmental,20231103,IsolationSource
riverbed sediment,sediment,environmental,True,environmental,20231103,IsolationSource
rock biofilm and bottom sediments,sediment,environmental,True,environmental,20231103,IsolationSource
sea sediment,sediment,environmental,True,environmental,20231103,IsolationSource
seashore sediment,sediment,environmental,True,environmental,20231103,IsolationSource
sediment,sediment,environmental,True,environmental,20231103,IsolationSource
sediment around river,sediment,environmental,True,environmental,20231103,IsolationSource
sediment collected at a cold seep field,sediment,environmental,True,environmental,20231103,IsolationSource
sediment core,sediment,environmental,True,environmental,20231103,IsolationSource
sediment from seaside wetland around yalujiang river,sediment,environmental,True,environmental,20231103,IsolationSource
sediment from the channel sea by roscoff,sediment,environmental,True,environmental,20231103,IsolationSource
sediment in spartina alterniflora,sediment,environmental,True,environmental,20231103,IsolationSource
sediment of a eutrophic reservoir,sediment,environmental,True,environmental,20231103,IsolationSource
"sediment of a freshwater pond enriched in a fixed-bed reactor with 2,6-dichlorophenol as sole carbon and energy source",sediment,environmental,True,environmental,20231103,IsolationSource
sediment of an extremely saline-alkaline spring,sediment,environmental,True,environmental,20231103,IsolationSource
sediment sample from the liaodong bay of the bohai sea,sediment,environmental,True,environmental,20231103,IsolationSource
"sediment samples were collected from a municipal wastewater treatment outlet located in the intertidal zone of zhanjiang bay, china.",sediment,environmental,True,environmental,20231103,IsolationSource
sediment soil,sediment,environmental,True,environmental,20231103,IsolationSource
sediment stream,sediment,environmental,True,environmental,20231103,IsolationSource
sediment top,sediment,environmental,True,environmental,20231103,IsolationSource
soudan mine sediment,sediment,environmental,True,environmental,20231103,IsolationSource
stream sediment,sediment,environmental,True,environmental,20231103,IsolationSource
subseafloor sediment,sediment,environmental,True,environmental,20231103,IsolationSource
subsurface sediment,sediment,environmental,True,environmental,20231103,IsolationSource
surface of a sandy sediment particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree c,sediment,environmental,True,environmental,20231103,IsolationSource
terrestrial sediment,sediment,environmental,True,environmental,20231103,IsolationSource
wall sediment of poderosa mine,sediment,environmental,True,environmental,20231103,IsolationSource
west sea sediment in south korea,sediment,environmental,True,environmental,20231103,IsolationSource
hospital sink,sink,environmental,True,environmental,20231103,IsolationSource
sink,sink,environmental,True,environmental,20231103,IsolationSource
sink aerator,sink,environmental,True,environmental,20231103,IsolationSource
sink countertop,sink,environmental,True,environmental,20231103,IsolationSource
sink handle in icu room in military hospital,sink,environmental,True,environmental,20231103,IsolationSource
swab from a follow-up assessment of the tap handles and sink edges after a first disinfection attempt,sink,environmental,True,environmental,20231103,IsolationSource
swab from a hand-washing sink as part of the hospital routine surveillance program,sink,environmental,True,environmental,20231103,IsolationSource
washroom sink in hospital intensive care unit,sink,environmental,True,environmental,20231103,IsolationSource
activated sludge from pharmaceutical waste in shaoxing china,sludge,environmental,True,environmental,20231103,IsolationSource
activated sludge in our lab,sludge,environmental,True,environmental,20231103,IsolationSource
active sludge around pharmaceutical factory,sludge,environmental,True,environmental,20231103,IsolationSource
anodic biofilm of glucose-fed microbial fuel cell originally inoculated with sewage sludge,sludge,environmental,True,environmental,20231103,IsolationSource
foam on activated sludge,sludge,environmental,True,environmental,20231103,IsolationSource
food sludge compost,sludge,environmental,True,environmental,20231103,IsolationSource
isolated from activated-sludge plants,sludge,environmental,True,environmental,20231103,IsolationSource
petroleum sludge,sludge,environmental,True,environmental,20231103,IsolationSource
sludge from anaerobic membrane bioreactor,sludge,environmental,True,environmental,20231103,IsolationSource
sludge from sewage treatment plant,sludge,environmental,True,environmental,20231103,IsolationSource
sludge of an anaerobic digestion reactor,sludge,environmental,True,environmental,20231103,IsolationSource
waste sludge of a brewery plant,sludge,environmental,True,environmental,20231103,IsolationSource
"a bacterial consortium from cattle pasture soil, usa",soil,environmental,True,environmental,20231103,IsolationSource
agricultural soil,soil,environmental,True,environmental,20231103,IsolationSource
alpine forest soil,soil,environmental,True,environmental,20231103,IsolationSource
an ldpe film in soil,soil,environmental,True,environmental,20231103,IsolationSource
antarctic soil,soil,environmental,True,environmental,20231103,IsolationSource
arid soil collected from a coastal desert north of antofagasta in chile,soil,environmental,True,environmental,20231103,IsolationSource
arsenic-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
atrazine-producing pesticide factory contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
bamboo forest soil,soil,environmental,True,environmental,20231103,IsolationSource
biological soil crust,soil,environmental,True,environmental,20231103,IsolationSource
carbendazim contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
citrus soil,soil,environmental,True,environmental,20231103,IsolationSource
coal mine soil,soil,environmental,True,environmental,20231103,IsolationSource
coastal dune soil,soil,environmental,True,environmental,20231103,IsolationSource
contaminated mine soils,soil,environmental,True,environmental,20231103,IsolationSource
contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
contaminated soil sample cpt56ds-c from oak ridge reservation area 3,soil,environmental,True,environmental,20231103,IsolationSource
contaminated soil sample obtained from a drilling mud pit,soil,environmental,True,environmental,20231103,IsolationSource
creosote contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
creosote-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
creosote-polluted soil,soil,environmental,True,environmental,20231103,IsolationSource
crude oil contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
crude oil-contamination soil,soil,environmental,True,environmental,20231103,IsolationSource
crude oil-polluted soil,soil,environmental,True,environmental,20231103,IsolationSource
date palm rhizospheric soil,soil,environmental,True,environmental,20231103,IsolationSource
desert soil,soil,environmental,True,environmental,20231103,IsolationSource
dichlobenil-treated soil sampled from the courtyard of a former plant nursery located above a bam-contaminated aquifer near hvidovre,soil,environmental,True,environmental,20231103,IsolationSource
dry soil,soil,environmental,True,environmental,20231103,IsolationSource
dyed contaminated landsoil,soil,environmental,True,environmental,20231103,IsolationSource
farmland soil,soil,environmental,True,environmental,20231103,IsolationSource
field soil,soil,environmental,True,environmental,20231103,IsolationSource
forest soil,soil,environmental,True,environmental,20231103,IsolationSource
forest soil of shengnongjia,soil,environmental,True,environmental,20231103,IsolationSource
"forest soil, soft coal slag",soil,environmental,True,environmental,20231103,IsolationSource
"fresh creek bank soil, topsoil",soil,environmental,True,environmental,20231103,IsolationSource
frozen soil,soil,environmental,True,environmental,20231103,IsolationSource
fruit tree rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
garden soil,soil,environmental,True,environmental,20231103,IsolationSource
garlic rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
gobi habitat soil,soil,environmental,True,environmental,20231103,IsolationSource
gold and copper mining soil,soil,environmental,True,environmental,20231103,IsolationSource
grass soil,soil,environmental,True,environmental,20231103,IsolationSource
grassland soil,soil,environmental,True,environmental,20231103,IsolationSource
hch dumpsite soil,soil,environmental,True,environmental,20231103,IsolationSource
heavy metal containmented soil,soil,environmental,True,environmental,20231103,IsolationSource
heavy metal polluted soil,soil,environmental,True,environmental,20231103,IsolationSource
heavy rainforest soil,soil,environmental,True,environmental,20231103,IsolationSource
hexachlorocyclohexane (hch) pesticide-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
landfill cover soil,soil,environmental,True,environmental,20231103,IsolationSource
landfill soil,soil,environmental,True,environmental,20231103,IsolationSource
libyan oil-polluted soil,soil,environmental,True,environmental,20231103,IsolationSource
linuron-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
long-term organic manure fertilized alkaline soils,soil,environmental,True,environmental,20231103,IsolationSource
lycium barbarum rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
maize rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
mangrove soil,soil,environmental,True,environmental,20231103,IsolationSource
"meridian valley soil sampled at qinling mountains, an area in shaanxi province located in pr china.",soil,environmental,True,environmental,20231103,IsolationSource
meropenem treated soil,soil,environmental,True,environmental,20231103,IsolationSource
microscale soil grain,soil,environmental,True,environmental,20231103,IsolationSource
mining soil,soil,environmental,True,environmental,20231103,IsolationSource
mixture of contaminated soil and water,soil,environmental,True,environmental,20231103,IsolationSource
"mud, soil or sediment",soil,environmental,True,environmental,20231103,IsolationSource
muddy soil from torrent,soil,environmental,True,environmental,20231103,IsolationSource
"nan madol, pohnpei soil",soil,environmental,True,environmental,20231103,IsolationSource
nitrile contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
oil contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
oil contaninated soil,soil,environmental,True,environmental,20231103,IsolationSource
oil-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
oil-polluted soil,soil,environmental,True,environmental,20231103,IsolationSource
organic soil,soil,environmental,True,environmental,20231103,IsolationSource
"oryza sativa, rhizosphere soil",soil,environmental,True,environmental,20231103,IsolationSource
paddy soil,soil,environmental,True,environmental,20231103,IsolationSource
paddy soil contaminated with arsenic due to geogenic reasons,soil,environmental,True,environmental,20231103,IsolationSource
paddy soil under the long-term application of triazophos insecticide,soil,environmental,True,environmental,20231103,IsolationSource
paddy soils,soil,environmental,True,environmental,20231103,IsolationSource
pah-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
pcbs contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
peanut field soil,soil,environmental,True,environmental,20231103,IsolationSource
pear garden topsoil,soil,environmental,True,environmental,20231103,IsolationSource
peat bog soil,soil,environmental,True,environmental,20231103,IsolationSource
peat soil,soil,environmental,True,environmental,20231103,IsolationSource
peat soil sample,soil,environmental,True,environmental,20231103,IsolationSource
peat soil samples,soil,environmental,True,environmental,20231103,IsolationSource
