"query","method","eval","tags","version","source","TAXONOMY_UID"
"tomato plant","ete4,inmapping,wratio",1,"host_associated,soil,rhizosphere",2024,"host_name",4081
"tomato pulp","ete4,token_set_ratio,common",0,"host_associated,soil,rhizosphere",2024,"type",4081
"tomato rhizoere","not_assigned",0,"terrestrial,soil,rhizosphere",20231103,"Host",-1
"tomato rhizosphere","ete4,inmapping,wratio",1,"host_associated,soil,rhizosphere",2024,"host_name",4081
"tomato rhizosphere soil","ete4,token_set_ratio,common",0,"host_associated,soil,rhizosphere",2024,"type",4081
"tomato seed","ete4,token_set_ratio,common",0,"host_associated",2024,"type",4081
"tomato vessel","ete4,token_set_ratio,common",1,"host_associated",2024,"type",4081
"tongue coating","not_assigned",0,"host_associated,oral,tongue",2024,"type",-1
"tongue dorsum","not_assigned",0,"host_associated,oral,tongue",2024,"type",-1
"tonsil","not_assigned",0,"host_associated,oral",2024,"type",-1
"tonsil swab","ete4,inmapping,token_set_ratio",1,"host_associated,oral,tongue",2024,"type",-1
"toombs county","ete4,exact",0,"location",2024,"type",-1
"tooth root canal","ete4,inmapping,token_set_ratio",0,"host_associated,oral",2024,"type",-1
"toothfish","not_assigned",0,"host_associated",20231103,"Host",100907
"top soil leaf litter","ete4,inmapping,token_set_ratio",0,"soil,material,organic",2024,"type",-1
"top soil suspension","ete4,inmapping,token_set_ratio",1,"soil",2024,"type",-1
"toplayer sediment","ete4,inmapping,token_set_ratio",1,"soil,sediment",2024,"type",-1
"topsoil","environmental",1,"soil",20231103,"IsolationSource",-1
"torreya grandis","ete3",1,"host_associated",20231103,"Host",58047
"tortoise","fuzzy_common",1,"host_associated",20231103,"Host",8487
"trach asp","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"trach wash","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"trachaeal secretion","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"trachael arate","not_assigned",1,"host_associated,respiratory_system,trachea","20231103_v2","IsolationSource",-1
"trachael aspirate","ete4,inmapping,wratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"trachea","ete4,exact",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal arate","not_assigned",1,"host_associated,respiratory_system,trachea",20231103,"IsolationSource",-1
"tracheal aration","not_assigned",1,"host_associated,respiratory_system,trachea","20231103_v2","IsolationSource",-1
"tracheal aspirate","ete4,inmapping,wratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal aspirate/wash","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal aspiration","ete4,inmapping,wratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal culture hospitalized patient","ete4,token_set_ratio,common",0,"host_associated,respiratory_system,trachea,disease",2024,"type",9606
"tracheal fluid","ete4,exact",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal intubation","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal secretion","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheal secretion isolated uncertain age woman","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,trachea",2024,"type",9606
"tracheal suctioning","not_assigned",1,"host_associated,respiratory_system,trachea","20231103_v2","IsolationSource",-1
"tracheal swab catcaptured mouse","ete4,token_set_ratio,common",0,"host_associated,respiratory_system,trachea",2024,"type",10090
"tracheal wash ( canis lupus familiaris )","ete4,inmapping,token_set_ratio",0,"host_associated,trachea",2024,"type",9615
"tracheobronchial","not_assigned",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"tracheobronchial secretion","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"trachinotus ovatus","ete3",1,"host_associated",20231103,"Host",173339
"trachoma","ete3",1,"host_associated","20231103_v2","IsolationSource",1772192
"trachurus japonicus","ete3",1,"host_associated",20231103,"IsolationSource",83875
"traditional","not_assigned",1,,20231103,"IsolationSource",-1
"traditional airdried mutton product","ete4,inmapping,token_set_ratio",1,"food",2024,"type",-1
"traditional cheese","not_assigned",1,"food",20231103,"IsolationSource",-1
"traditional dairy","not_assigned",1,"food",20231103,"IsolationSource",-1
"traditional dairy product","ete4,inmapping,wratio",1,"food,drink",2024,"type",-1
"traditional fermented dairy product","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"traditional fermented dairy product inner mongolia","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"traditional fermented dairy product inner mongolia china","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"traditional fermented food korea","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"traditional fermented soybean paste","ete4,token_set_ratio,common",0,"food,fermented",2024,"type",-1
"traditional food","not_assigned",1,"food",20231103,"IsolationSource",-1
"traditional greek","not_assigned",1,,20231103,"IsolationSource",-1
"traditional homemade","not_assigned",1,,20231103,"IsolationSource",-1
"traditional homemade dairy product","ete4,inmapping,token_set_ratio",1,"food",2024,"type",-1
"traditional korean","not_assigned",1,,20231103,"IsolationSource",-1
"traditional soybean","not_assigned",0,"host_associated",20231103,"IsolationSource",3847
"traditional thai","not_assigned",1,,20231103,"IsolationSource",-1
"traditional thai fermented pork ( nham )","ete4,token_set_ratio,common",0,"food,meat,fermented",2024,"type",-1
"traditional thai fermented pork sausage","ete4,token_set_ratio,common",1,"food,meat,fermented",2024,"type",-1
"transcojugate labstrain","not_assigned",1,"material,organic","20231103_v2","IsolationSource",-1
"transconjugant","not_assigned",1,"material,organic",20231103,"IsolationSource",-1
"transconjugant escherichia coli strain hb42","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"transtracheal","not_assigned",1,"host_associated,respiratory_system,trachea","20231103_v2","IsolationSource",-1
"transtracheal aspi","ete4,inmapping,wratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"transtracheal aspirate","ete4,inmapping,token_set_ratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"transtracheal aspiration","ete4,inmapping,token_set_ratio",1,"host_associated,respiratory_system,trachea",2024,"type",-1
"transverse colon","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,colon",2024,"type",-1
"traumatic discharge","not_assigned",0,"host_associated",2024,"type",-1
"treated sewage","not_assigned",1,"wastewater",20231103,"IsolationSource",-1
"treated sewage effluent","ete4,inmapping,token_set_ratio",1,"wastewater,sewage",2024,"type",-1
"tree , necrotic phloem stem , scotland","ete4,inmapping,token_set_ratio",0,"host_associated,disease,location",2024,"type",-1
"tribolium castaneum","ete3",1,"host_associated",20231103,"Host",7070
"tribulus terrestris","ete3",1,"host_associated",20231103,"Host",210369
"trichechus manatus","ete3",1,"host_associated",20231103,"Host",9778
"trichodesmium erythraeum ims101","ete3",1,"host_associated",20231103,"Host",203124
"trichonympha agilis","ete3",1,"host_associated",20231103,"Host",63628
"tricuspid valve , anterior leaflet","not_assigned",0,"host_associated,circulatory_system,heart",2024,"type",-1
"tricuspid valve , septal leaflet","not_assigned",0,"host_associated,circulatory_system,heart",2024,"type",-1
"trieres chinensis","ete3",1,"host_associated",20231103,"Host",1514140
"trifolium ambiguum","ete3",1,"host_associated",20231103,"Host",74504
"trifolium dubium","ete3",1,"host_associated",20231103,"Host",97021
"trifolium pratense","ete3",1,"host_associated",20231103,"Host",57577
"trifolium repens","ete3",1,"host_associated",20231103,"Host",3899
"trifolium spumosum l. ( annual mediterranean clover )","ete4,inmapping,wratio",0,"host_associated",2024,"host_name",97041
"trigona sp .","ete3",1,"host_associated",20231103,"Host",2907844
"trigonella foenumgraecum","ete3",1,"host_associated",20231103,"Host",78534
"trimyema compressum","ete3",1,"host_associated",20231103,"Host",35113
"triticum aestivum","ete3",1,"host_associated",20231103,"Host",4565
"triticum aestivum heerup","manual",1,"host_associated",2024,"Host",4565
"triticum aestivum kvium","manual",1,"host_associated",2024,"Host",4565
"triticum aestivum l","fuzzy_sci",1,"host_associated",20231103,"Host",4565
"triticum aestivum l .","fuzzy_sci",1,"host_associated",20231103,"Host",4565
"triticum aestivum rembrandt","manual",1,"host_associated",2024,"Host",4565
"triticum aestivum sheriff","manual",1,"host_associated",2024,"Host",4565
"triticum turgidum subsp . durum","ete3",1,"host_associated",20231103,"Host",4567
"tropical reef face , clear water","ete4,inmapping,token_set_ratio",0,"aquatic,marine,reef",2024,"type",-1
"trout","not_assigned",1,"host_associated","20231103_v2","Host",8016
"true culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"tryonyx sinensis ( chinese softshell turtle )","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",13735
"trypoxylus dichotomus","ete3",1,"host_associated",20231103,"Host",273928
"tsoundzou","not_assigned",1,,20231103,"IsolationSource",-1
"tsw4848w1 1 transconjugant sw4848","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"tuber","ete4,exact",1,"host_associated",2024,"type",36048
"tuberolachnus salignus","ete3",1,"host_associated",20231103,"Host",96551
"tum","not_assigned",1,,20231103,"IsolationSource",-1
"tum sample","not_assigned",1,,"20231103_v2","IsolationSource",-1
"tumor tissue","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",-1
"tuna","ncbi_taxonomy",1,"host_associated",20231103,"IsolationSource",8233
"tundra wetland","not_assigned",1,"wetland",20231103,"IsolationSource",-1
"tung meal","not_assigned",1,"food",20231103,"IsolationSource",-1
"turban shell","fuzzy_common",1,"host_associated",20231103,"IsolationSource",63671
"turbo","ete3",1,"host_associated",20231103,"Host",63672
"turbot","ete4,inmapping,wratio",0,"host_associated",2024,"type",52904
"turbot fish","not_assigned",1,"host_associated",20231103,"IsolationSource",52904
"turbot fish farm","ete4,inmapping,wratio",1,"host_associated",2024,"type",52904
"turfgrass","not_assigned",0,"host_associated",20231103,"Host",4479
"turkey","ete4,wratio,common",1,"host_associated",2024,"type",9103
"turkey ( meleagris gallopavo )","ete4,token_set_ratio,common",1,"host_associated",2024,"type",9103
"turkey cecum","ete4,token_set_ratio,common",0,"host_associated,gastrointestinal_system,cecal",2024,"type",9103
"turkey feces","ete4,token_set_ratio,common",0,"host_associated,gastrointestinal_system,fecal",2024,"type",9103
"turkey jerky","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"turkey meat","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"turkey patty","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"turkey salad","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"turkey septicemic infection","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",9005
"turtle","fuzzy_common",1,"host_associated",20231103,"Host",86974
"ty","not_assigned",0,,2024,"type",-1
"type","not_assigned",1,,20231103,"IsolationSource",-1
"type material","ete4,inmapping,token_set_ratio",0,"material",2024,"type",-1
"type strain","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"type strain bacterial culture","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"typhoid carrier","not_assigned",0,"host_associated,disease",2024,"type",-1
"u.s. pacific ocean coast","ete4,inmapping,token_set_ratio",0,"terrestrial,coast,location",2024,"type",-1
"ucb1 pistachio","not_assigned",1,"food",20231103,"IsolationSource",-1
"ucb1 pistachio rootstock","ete4,inmapping,token_set_ratio",0,"host_associated,soil,rhizosphere",2024,"type",55513
"ucc isolate","not_assigned",0,"cell_culture",2024,"type",-1
"ucc strain","not_assigned",1,"material,organic",20231103,"Host",-1
"udder","not_assigned",0,"host_associated,mamary",2024,"type",-1
"udder acute mastitis","not_assigned",0,"host_associated,disease",2024,"type",-1
"udder persistent mastitis","not_assigned",0,"host_associated,disease",2024,"type",-1
"ulcer decubitus","ete4,inmapping,wratio",1,"host_associated,skin,disease",2024,"type",-1
"ulmus americana","ete3",1,"host_associated",20231103,"Host",29740
"ulva pertusa ( algae )","ete4,inmapping,wratio",0,"host_associated",2024,"host_name",3120
"unavailable","not_assigned",1,,20231103,"IsolationSource",-1
"uncultivated field soil","environmental",1,"soil",20231103,"IsolationSource",-1
"underground brine","ete4,inmapping,token_set_ratio",0,"aquatic,groundwater",2024,"type",-1
"underground farm slurry reservoir","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,fecal",2024,"type",-1
"underground horizon flooded mine russia","ete4,inmapping,token_set_ratio",0,"terrestrial,mine,location",2024,"type",-1
"underside","not_assigned",1,,"20231103_v2","IsolationSource",-1
"unialgal culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"unialgal culture lake water","environmental",1,"aquatic,freshwater,lake",20231103,"IsolationSource",-1
"unialgal culture marine water","ete4,inmapping,token_set_ratio",1,"aquatic,marine",2024,"type",-1
"unidentified actinian","ete4,inmapping,wratio",1,"host_associated",2024,"type",6103
"unidentified cies","fuzzy_sci",1,"host_associated",20231103,"IsolationSource",32644
"uninoculated hep2","not_assigned",1,,20231103,"IsolationSource",-1
"uninoculated hep2 tissue culture","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"united kingdom","not_assigned",1,"location","20231103_v2","IsolationSource",-1
"universita di","not_assigned",1,,20231103,"IsolationSource",-1
"university catania","not_assigned",0,"location",2024,"type",-1
"university michigan health system","not_assigned",0,"anthropogenic,hospital,location",2024,"type",-1
"unk","ete4,token_set_ratio,sci",0,,2024,"type",-1
"unknown","ete4,exact",0,,2024,"type",-1
"unknown human clinical source","ete4,token_set_ratio,common",1,"host_associated",2024,"type",9606
"unkown","not_assigned",1,,20231103,"IsolationSource",-1
"unstimulated saliva","ete4,inmapping,token_set_ratio",1,"host_associated,oral,saliva",2024,"type",-1
"upper respiratory tract","ete4,wratio,sci",0,"host_associated,respiratory_system,trachea",2024,"type",-1
"urban freshwater pond","environmental",1,"aquatic,freshwater,pond",20231103,"IsolationSource",-1
"urban freshwater stream","environmental",1,"aquatic,freshwater,river",20231103,"IsolationSource",-1
"urban pigeon","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",8930
"urban river","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,river",2024,"type",-1
"urban river water","environmental",1,"aquatic,freshwater,river",20231103,"IsolationSource",-1
"urban soil","environmental",1,"anthropogenic,soil",20231103,"IsolationSource",-1
"ure monoculture ( bacteria )","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"urethal swab","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"urethra","not_assigned",0,"host_associated,urinary_system",2024,"type",-1
"urethral discharge","not_assigned",0,"host_associated,urinary_system",2024,"type",-1
"urethral swab","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"uretra swab","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"urina","ete4,wratio,sci",0,"host_associated,urinary_system",2024,"type",-1
"urinairy tract","ete4,inmapping,wratio",1,"host_associated,urinary_system",2024,"type",-1
"urinary","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urinary bladder","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system,bladder",2024,"type",-1
"urinary bladder mucosa","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system,bladder",2024,"type",-1
"urinary catheter","not_assigned",1,"host_associated,urinary_system","20231103_v2","IsolationSource",-1
"urinary cimen","not_assigned",1,"host_associated,urinary_system","20231103_v2","IsolationSource",-1
"urinary culture","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system,cell_culture",2024,"type",-1
"urinary sample","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system,urine",2024,"type",-1
"urinary specimen","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"urinary tract","ete4,token_set_ratio,sci",0,"host_associated,urinary_system",2024,"type",-1
"urinary tract infection","ete4,inmapping,wratio",0,"host_associated,urinary_system,disease",2024,"type",-1
"urine","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"urine ( permanent catheter )","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine , catheter urine","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine , clean catch","ete4,inmapping,wratio",1,"host_associated,urinary_system",2024,"type",-1
"urine , indwelling cath","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine , neonate","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system,urine",2024,"type",9606
"urine , straight cath","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine 66 yearold man urinary tract infection","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system,disease",2024,"type",9606
"urine ; urinary tract infection","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system,disease",2024,"type",-1
"urine catheter","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine catheterassociated urinary tract infection patient","ete4,token_set_ratio,common",0,"host_associated,urinary_system,disease",2024,"type",9606
"urine cc","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine child < 5 year old","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",9606
"urine clean catch","ete4,inmapping,wratio",1,"host_associated,urinary_system",2024,"type",-1
"urine collected free catch sample","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine culture","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system,cell_culture",2024,"type",-1
"urine elderly female patient neurogenic bladder","ete4,token_set_ratio,common",0,"host_associated,urinary_system,disease",2024,"type",9606
"urine femaile","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",9606
"urine healthy adult cystitis","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",9606
"urine hospitalized patient","ete4,token_set_ratio,common",0,"host_associated,urinary_system",2024,"type",9606
"urine icu admitted patient","ete4,token_set_ratio,common",0,"host_associated,urinary_system,disease",2024,"type",9606
"urine infection","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine patient hospitalacquired urinary tract infection","ete4,token_set_ratio,common",0,"host_associated,urinary_system,disease",2024,"type",9606
"urine permanent urinary catheter","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"urine sample","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",-1
"urine specimen","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine specimen male patient","ete4,token_set_ratio,common",0,"host_associated,urinary_system",2024,"type",9606
"urine specimen nursing home resident longterm indwelling urinary catheter","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system",2024,"type",9606
"urine straight cath","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine suprapubic aspirate","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine woman pelvic cancer","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"urine/genitourinary","not_assigned",0,"host_associated,urinary_system",2024,"type",-1
"urochloa reptans","ete3",1,"host_associated",20231103,"Host",173852
"urocitellus undulatus","ete3",1,"host_associated",20231103,"Host",99867
"urogenital tract","not_assigned",0,"host_associated,urinary_system",2024,"type",-1
"uroleucon ambrosiae","ete3",1,"host_associated",20231103,"Host",87311
"ursus americanus","ete3",1,"host_associated",20231103,"Host",9643
"usa","ete4,inmapping,token_set_ratio",0,"location",2024,"type",-1
"usa : dallas texas","ete4,inmapping,token_set_ratio",1,"location",2024,"type",-1
"usa biotype","not_assigned",1,"location","20231103_v2","Host",-1
"usa rice field","ete4,token_set_ratio,common",0,"host_associated,anthropogenic,soil,location",2024,"type",4530
"usnea","ete3",1,"host_associated",20231103,"Host",86620
"uterus","not_assigned",0,"host_associated,vaginal",2024,"type",-1
"uti","not_assigned",0,"host_associated,urinary_system,disease",2024,"type",-1
"vaccinium sp .","fuzzy_sci",1,"host_associated",20231103,"Host",13749
"vachellia farnesiana","ete3",1,"host_associated",20231103,"Host",72368
"vacuum packed","not_assigned",1,,20231103,"IsolationSource",-1
"vacuum packed beef","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"vacuum packed lamb meat imported new zealand switzerland","ete4,inmapping,token_set_ratio",0,"food,meat,location",2024,"type",-1
"vagina","ete4,wratio,sci",0,"host_associated,vaginal",2024,"type",-1
"vagina healthy woman","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal",2024,"type",9606
"vaginal fluid","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal",2024,"type",-1
"vaginal mucus","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal",2024,"type",-1
"vaginal secretion","ete4,inmapping,wratio",1,"host_associated,vaginal",2024,"type",-1
"vaginal swab","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal",2024,"type",-1
"vaginal tract","ete4,inmapping,token_set_ratio",1,"host_associated,vaginal",2024,"type",-1
"vaginal tract healthy female","ete4,token_set_ratio,common",0,"host_associated,vaginal",2024,"type",9606
"valley","not_assigned",1,"terrestrial,valley",20231103,"IsolationSource",-1
"varanus salvator","ete3",1,"host_associated",20231103,"Host",62051
"variety pack","not_assigned",1,,20231103,"IsolationSource",-1
"variety pack luncheon meat turkey ham","ete4,token_set_ratio,common",0,"food,meat",2024,"type",-1
"vavilovia formosa","ete3",1,"host_associated",20231103,"Host",512756
"veal","not_assigned",1,"food",20231103,"IsolationSource",-1
"vectobac","not_assigned",1,"anthropogenic",20231103,"Host",-1
"vegetable","ete4,token_set_ratio,common",0,"food",2024,"type",-1
"vegetable , food","not_assigned",1,"food",20231103,"IsolationSource",-1
"vegetable fermented food","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"vegetable fermented food ( kimchi )","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"vegetable food","not_assigned",1,"food",20231103,"IsolationSource",-1
"vegetable plot","not_assigned",1,"food",20231103,"IsolationSource",-1
"vein blood","ete4,inmapping,token_set_ratio",1,"host_associated,circulatory_system,blood",2024,"type",-1
"venipuncture tube","not_assigned",0,"host_associated,circulatory_system,blood",2024,"type",-1
"venous","ete4,inmapping,token_set_ratio",1,"host_associated,circulatory_system,blood",2024,"type",-1
"venous blood","ete4,inmapping,token_set_ratio",1,"host_associated,circulatory_system,blood",2024,"type",-1
"venous catheter","ete4,inmapping,token_set_ratio",1,"host_associated,circulatory_system,blood",2024,"type",-1
"vent surface","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"ventilator","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"ventilator shelf_p101_bu22","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"ventral tongue","not_assigned",0,"host_associated,oral,tongue",2024,"type",-1
"veronaeopsis simplex y34","fuzzy_sci",1,"host_associated",20231103,"Host",470088
"vet hospital","ete4,inmapping,token_set_ratio",1,"anthropogenic,hospital",2024,"type",-1
"vibriosis affected asian seabass ( lates calcarifer ) fingerling","ete4,inmapping,wratio",0,"host_associated,disease",2024,"host_name",8187
"vicia","ete3",1,"host_associated",20231103,"Host",3904
"vicia alpestris","ete3",1,"host_associated",20231103,"Host",1276806
"vicia costata","ete3",1,"host_associated",20231103,"Host",1276815
"vicia cracca","ete3",1,"host_associated",20231103,"Host",3905
"vicia faba","ete3",1,"host_associated",20231103,"Host",3906
"vicia sativa","ete3",1,"host_associated",20231103,"Host",3908
"vicia sp .","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",3904
"vietnamese fermented sausage ( nem chua )","ete4,inmapping,token_set_ratio",0,"food,meat,fermented",2024,"type",-1
"vigna radiata","ete3",1,"host_associated",20231103,"Host",157791
"vinegar","not_assigned",1,"food",20231103,"IsolationSource",-1
"vinegar factory","not_assigned",1,"anthropogenic,construction","20231103_v2","IsolationSource",-1
"viscera","not_assigned",0,"host_associated",2024,"type",-1
"visceral","not_assigned",0,"host_associated",2024,"type",-1
"vitis","ete3",1,"host_associated",20231103,"Host",3603
"vitis vinifera","ete4,exact",1,"host_associated",2024,"type",29760
"vitis vinifera cv . izsaki sarfeher","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",29760
"vomit","not_assigned",1,"host_associated,gastrointestinal_system",20231103,"IsolationSource",-1
"vomit food poisoning case","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,disease",2024,"type",-1
"vomit food poisoning patient","ete4,inmapping,wratio",1,"host_associated,gastrointestinal_system,disease",2024,"type",9606
"vulpes vulpes","ete3",1,"host_associated",20231103,"Host",9627
"vultur gryphus","ete3",1,"host_associated",20231103,"Host",8924
"wahoneycombs","not_assigned",1,"food",20231103,"IsolationSource",-1
"wall","not_assigned",1,,20231103,"IsolationSource",-1
"wall active deepsea hydrothermal vent chimney east pacific rise 9 degree 50 n","ete4,inmapping,token_set_ratio",0,"aquatic,marine,sea,spring,location",2024,"type",-1
"wall sediment poderosa mine","ete4,inmapping,token_set_ratio",0,"terrestrial,mine,sediment,location",2024,"type",-1
"walnut","fuzzy_common",1,"host_associated",20231103,"Host",16718
"walnut gall","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",16718
"walter reed collection . sansonetti , p. j. , et al . ( 1982 ) . involvement plasmid invasive ability shigella flexneri . infect immun 35 ( 3 ) : 852860 .","ete4,token_set_ratio,sci",0,,2024,"type",-1
"wampee ing","not_assigned",1,"food",20231103,"IsolationSource",-1
"wampee planting region","not_assigned",0,"host_associated,soil,rhizosphere",2024,"type",159037
"ward","ete4,inmapping,token_set_ratio",0,"anthropogenic,hospital",2024,"type",-1
"warm , humid forested area dark clay soil , 15 cm trunk encino tree ( quercus glaucoides ( 5 cm deep ) )","ete4,inmapping,token_set_ratio",0,"terrestrial,forest,soil,dark_clay",2024,"type",-1
"warm spring water","environmental",1,"aquatic,freshwater,spring,hot",20231103,"IsolationSource",-1
"warsaw area","not_assigned",1,,20231103,"IsolationSource",-1
"washing water bugula plumosa","environmental",1,"wastewater",20231103,"IsolationSource",-1
"washroom sink hospital intensive care unit","ete4,inmapping,token_set_ratio",0,"anthropogenic,construction,hospital",2024,"type",-1
"wasp","not_assigned",0,"host_associated",20231103,"Host",7454
"wasp honeycomb","ete4,token_set_ratio,common",1,"host_associated",2024,"type",119431
"waste sludge","not_assigned",1,"wastewater,sludge",20231103,"IsolationSource",-1
"waste sludge brewery plant","environmental",1,"wastewater,sludge",20231103,"IsolationSource",-1
"waste water","ete4,inmapping,token_set_ratio",0,"wastewater",2024,"type",-1
"waste water activated sludge","ete4,inmapping,token_set_ratio",0,"wastewater,sludge,activated_sludge",2024,"type",-1
"waste water treatment facility","environmental",1,"wastewater,wwtp","20231103_v2","IsolationSource",-1
"waste water treatment plant","environmental",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"waste water treatment system","environmental",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"wastewater","ete4,inmapping,token_set_ratio",0,"wastewater",2024,"type",-1
"wastewater effluent sample","environmental",1,"wastewater",20231103,"IsolationSource",-1
"wastewater efflux","environmental",1,"wastewater",20231103,"IsolationSource",-1
"wastewater influent sample","environmental",1,"wastewater",20231103,"IsolationSource",-1
"wastewater pig manure","ete4,token_set_ratio,common",0,"wastewater",2024,"type",-1
"wastewater treatment pharmaceutical company","environmental",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"wastewater treatment plant","environmental",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"wastewater treatment plant effluent","ete4,inmapping,wratio",1,"wastewater,wwtp",2024,"type",-1
"wastewater treatment plant efflux","environmental",1,"wastewater,wwtp",20231103,"IsolationSource",-1
